genre	espece	autorite	statut	id	id_espece
Turbonilla	rufa	(Philippi, 1836)	t	1987	1195
Pyrgiscus	rufa	(Philippi)	f	1988	1195
Turbonilla	crenata	(Brown, 1827)	t	1989	1259
Ebala	nitidissima	(Montagu, 1803)	t	1990	1260
Tjaernoeia	unisulcata	(Chaster, 1897)	t	1991	1261
Tornus	unisulcatus	(Chaster)	f	1992	1261
Acteon	tornatilis	(Linnaeus, 1758)	t	1993	1262
Tornatella	tornatilis	Linné	f	1994	1262
Diaphana	minuta	Brown, 1827	t	1995	1263
Colpodapsis	pusilla	Sars M., 1870	t	1996	1264
Retusa	mammillata	(Philippi, 1836)	t	1997	1265
Tornatina	mammillata	Philippi	f	1998	1265
Retusa	obtusa	(Montagu, 1803)	t	1999	1266
Tornatina	obtusa var. candidula	Locard	f	2000	1266
Tornatina	obtusa	Montagu	f	2001	1266
Utriculus	obtusus	Montagu	f	2002	1266
Retusa	truncatula	(Bruguière, 1792)	f	2003	1267
Tornatina	truncatula	Bruguière	f	2004	1267
Retusa	retusa	(Maton et Rockett)	t	2005	1267
Cylichnina	umbilicata	(Montagu, 1803)	t	2006	1268
Runcina	coronata	(de Quatrefages, 1844)	t	2007	1269
Pelta	coronata	Quatrefages	f	2008	1269
Runcina	ferruginea	Kress, 1977	t	2009	1270
Ilbia	sp.		f	2010	1270
Haminoea	hydatis	(Linné, 1758)	t	2011	1271
Haminea	hydatis	Linné	f	2012	1271
Haminoea	navicula	(da Costa, 1778)	t	2013	1272
Haminea	navicula	da Costa	f	2014	1272
Philine	aperta	(Linnaeus, 1767)	t	2015	1273
Turbonilla	lactea	(Linnaeus, 1758)	t	2016	1193
Philine	catena	(Montagu, 1803)	t	2017	1274
Hermania	catena	(Montagu)	f	2018	1274
Philine	punctata	(Adams J., 1800)	t	2019	1275
Cylichna	cylindracea	(Pennant, 1777)	t	2020	1276
Scaphander	lignarius	(Linnaeus, 1758)	t	2021	1277
Trigla	lignaria	(Linné)	f	2022	1277
Tricla	lignaria	(Linné)	f	2023	1277
Philinoglossa	helgolandica	Hertling, 1932	t	2024	1278
Limacina	retroversa	(Fleming, 1823)	t	2025	1279
Spiratella	retroversa	(Fleming)	f	2026	1279
Clione	limacina	(Phipps, 1774)	t	2027	1280
Elysia	viridis	(Montagu, 1804)	t	2028	1281
Hermaea	bifida	(Montagu, 1815)	t	2029	1282
Alderia	modesta	(Lovén, 1844)	t	2030	1283
Limapontia	capitata	(Müller, 1774)	t	2031	1284
Limapontia	nigra	Johnston	f	2032	1284
Limapontia	senestra	(de Quatrefages, 1844)	t	2033	1285
Actaeonia	corrugata	Alder et Hancock	f	2034	1285
Placida	dendritica	(Alder et Hancock, 1843)	t	2035	1286
Hermaea	dendritica	(Alder et Hancock)	f	2036	1286
Pleurobranchus	membranaceus	(Montagu, 1815)	t	2037	1287
Oscanius	membranaceus	(Montagu)	f	2038	1287
Berthella	plumula	(Montagu, 1803)	t	2039	1288
Bouviera	perforata	(Philippi)	f	2040	1288
Pleurobranchus	plumula	Fleming	f	2041	1288
Pleurobranchus	perforatus	Philippi	f	2042	1288
Bouviera	perforata	Philippi	f	2043	1288
Microhedyle	glandulifera	(Kowalewsky, 1901)	t	2044	1289
Pontohedyle	milaschewichi	(Kowalewsky, 1901)	t	2045	1290
Microhedyle	milaschewitschii	(Kowalewsky)	f	2046	1290
Antemnella	loricata	(Swedmark, 1968)	t	2047	1291
Hedylopsis	loricata	Swedmark	f	2048	1291
Hedylopsis	spiculifera	(Kowalewsky, 1901)	t	2049	1292
Hedylopsis	suecica	Odhner, 1937	t	2050	1293
Akera	bullata	Müller O.F., 1776	t	2051	1294
Aplysia	depilans	(Gmelin, 1791)	t	2052	1295
Aplysia	punctata	(Cuvier, 1803)	t	2053	1297
Aplysia	fasciata	Poiret, 1789	t	2054	1298
Aplysia	marmorata	Blainville	f	2055	1298
Aegires	punctilucens	(d'Orbigny, 1837)	t	2056	1299
Aegirus	punctilucens	(d'Orbigny)	f	2057	1299
Corambe	testudinaria	Fischer, 1889	t	2058	1300
Goniodoris	castanea	Alder et Hancock, 1845	t	2059	1301
Goniodoris	nodosa	(Montagu, 1808)	t	2060	1302
Goniodoris	nodosa var. barvicensis Johnston	(Montagu) 	f	2061	1302
Okenia	aspersa	(Montagu, 1815)	t	2062	1303
Okenia	quadricornis	(Montagu)	f	2063	1303
Ancula	gibbosa	(Risso, 1818)	t	2064	1304
Ancula	cristata	(Alder)	f	2065	1304
Trapania	pallida	Kress, 1968	t	2066	1305
Onchidoris	fusca	(Müller, 1776)	t	2067	1306
Lamellidoris	bilamellata		f	2068	1306
Onchidoris	inconspicua	(Alder et Hancock, 1851	t	2069	1307
Doris	inconspicua	Alder et Hancock	f	2070	1307
Onchidoris	pusilla	(Alder et Hancock, 1845)	t	2071	1308
Atalodoris	pusilla	(Alder et Hancock)	f	2072	1308
Acanthodoris	pilosa	(Abildgaard in Müller, 1789)	t	2073	1309
Acanthodoris	subquadrata	Alder et Hancock	f	2074	1309
Doris	pilosa	Müller	f	2075	1309
Diaphorodoris	luteocincta	(Sars M., 1870)	t	2076	1310
Crimora	papillata	Alder et Hancock, 1862	t	2077	1311
Doris	sticta	(Iredale et O'Donoghue, 1923)	t	2078	1312
Homoiodoris	sticta	Iredale et O'Donoghue	f	2079	1312
Archidoris	pseudoargus	(Rapp, 1827)	t	2080	1313
Archidoris	britannica	(Johnston)	f	2081	1313
Archidoris	tuberculata	Cuvier	f	2082	1313
Doris	tuberculata	Cuvier	f	2083	1313
Anisodoris	marmorata	(Bergh, 1881)	t	2084	1314
Doris	marmorata	Bergh	f	2085	1314
Archidoris	marmorata	(Bergh)		2086	1314
Atagema	gibba	Pruvot-Fol, 1951	t	2087	1315
Cadlina	laevis	(Linnaeus, 1767)	t	2088	1316
Echinochila	laevis	(Linné)	f	2089	1316
Geitodoris	planata	(Alder et Hancock, 1846)	t	2090	1317
Archidoris	testudinaria	(Risso)	f	2091	1317
Jorunna	tomentosa	(Cuvier, 1804)	t	2092	1318
Jorunna	johnstoni	Alder et Hancock	f	2093	1318
Doris	johnstoni	Alder et Hancock	f	2094	1318
Rostanga	rubra	(Risso, 1818)	t	2095	1319
Rostanga	rufescens	Iredale et O'Donoghue	f	2096	1319
Doris	coccinea	Forbes	f	2097	1319
Polycera	faeroensis	Lemche 1929	t	2098	1320
Polycera	quadrilineata	(Müller O.F., 1776)	t	2099	1321
Polycera	elegans	(Bergh, 1894)	t	2100	1322
Polycera	dubia	Sars M., 1829	t	2101	1323
Palio	lessonii	d'Orbigny	f	2102	1323
Palio	dubia	Sars	f	2103	1323
Polycera	nothus	(Johnston, 1838)	t	2104	1324
Polycera	ocellata	Alder et Hancock	f	2105	1324
Limacia	clavigera	(Müller O.F., 1776)	t	2106	1325
Triopa	clavigera	(Müller)	f	2107	1325
Thecacera	pennigera	(Montagu, 1815)	t	2108	1326
Dendronotus	frondosus	(Ascanius, 1774)	t	2109	1327
Doto	coronata	(Gmelin, 1791)	t	2110	1328
Doto	fragilis	(Forbes, 1838)	t	2111	1329
Doto	pinnatifida	(Montagu, 1804)	t	2112	1330
Lomanotus	genei	Vérany, 1846	t	2113	1331
Tritonia	hombergi	Cuvier, 1803	t	2114	1332
Tritonia	lineata	Alder et Hancock, 1848	t	2115	1333
Tritonia	nilsodhneri	Marcus Ev., 1983	t	2116	1334
Duvaucelia	odhneri	Tardy	f	2117	1334
Tritonia	plebeia	Johnston, 1828	t	2118	1335
Candiella	plebeia	Gray	f	2119	1335
Madrella	aurantiaca	Vayssière, 1902	t	2120	1336
Janolus	cristatus	(delle Chiaje, 1841)	t	2121	1337
Janus	cristatus	delle Chiaje	f	2122	1337
Janolus	hyalinus	(Alder et Hancock, 1854)	t	2123	1338
Zephirinus	mucroniferus	(Alder et Hancock)	f	2124	1341
Proctonotus	mucroniferus	(Alder et Hancock, 1844)	t	2125	1341
Aeolidia	papillosa	(Linnaeus, 1761)	t	2126	1342
Eolis	papillosa	Linné	f	2127	1342
Aeolis	papillosa	(Linné)	f	2128	1342
Aeolidiella	alderi	(Cocks, 1852)	t	2129	1343
Aeolidiella	glauca	(Alder et Hancock, 1845)	t	2130	1344
Eolis	glauca	Alder et Hancock	f	2131	1344
Calma	glaucoides	(Alder et Hancock, 1854)	t	2132	1345
Eolis	glaucoides	Alder et Hancock	f	2133	1345
Eubranchus	cingulatus	(Alder et Hancock, 1847)	t	2134	1346
Eolis	cingulata	Alder et Hancock	f	2135	1346
Galvina	cingulata	Alder et Hancock	f	2136	1346
Aeolis	cingulata	Alder et Hancock	f	2137	1346
Eubranchus	exiguus	(Alder et Hancock, 1848)	t	2138	1347
Eolis	exigua	Alder et Hancock	f	2139	1347
Eubranchus	farrani	(Alder et Hancock, 1844)	t	2140	1348
Galvina	farrani	Alder et Hancock	f	2141	1348
Eolis	farrani	Alder et Hancock	f	2142	1348
Aeolis	farrani	Alder et Hancock	f	2143	1348
Eubranchus	tricolor	Forbes, 1838	t	2144	1349
Aeolis	tricolor	Forbes	f	2145	1349
Galvina	tricolor	Forbes	f	2146	1349
Facelina	annulicornis	(Chamisso et Eisenhart, 1821)	t	2147	1350
Eolis	punctata	Alder et Hancock	f	2148	1350
Aeolis	punctata	Alder et Hancock	f	2149	1350
Facelina	punctata	(Alder et Hancock)	f	2150	1350
Facelina	bostoniensis	(Couthouy, 1838)	t	2151	1351
Aeolis	drummondi	Thompson	f	2152	1351
Facelina	drummondi	(Thompson)	f	2153	1351
Eolis	drummondi	Thompson	f	2154	1351
Acanthopsole	drummondi	Thompson	f	2155	1351
Facelina	coronata	(Forbes et Goodsir, 1839)	t	2156	1352
Facelina	longicornis	(Montagu)	f	2157	1352
Eolis	coronata	Forbes	f	2158	1352
Acanthopsole	coranata	Forbes	f	2159	1352
Pruvotfolia	pselliotes	(Labbé, 1923)	t	2160	1353
Favorinus	albidus	Iredale & O'Donoghue	f	2161	1354
Favorinus	branchialis	(Rathke, 1806)	t	2162	1354
Favorinus	albus	Alder et Hancock	f	2163	1354
Coryphella	lineata	(Loven, 1846)	t	2164	1355
Eolis	lineata	Loven	f	2165	1355
Flabellina	pedata	(Montagu, 1815)	t	2166	1356
Coryphella	pedata	(Montagu, 1815)	f	2167	1356
Coryphella	verrucosa	(Johnston)	f	2168	1356
Eolis	landsburgii	Alder et Hancock	f	2169	1356
Coryphella	landsburgii	Alder et Hancock	f	2170	1356
Pseudovermis	sp.		t	2171	1357
Tergipes	tergipes	Forskål, 1775	t	2172	1358
Tergipes	despectus	(Johnston)	f	2173	1358
Eolis	despecta	Johnston	f	2174	1358
Tergipes	despecta	Johnston	f	2175	1358
Catriona	gymnota	(Couthouy, 1838)	t	2176	1359
Catriona	aurantia	(Alder et Hancock)	f	2177	1359
Eolis	aurantiaca	Alder et Hancock	f	2178	1359
Cuthona	amoena	(Alder et Hancock, 1845)	t	2179	1360
Trinchesia	amoena	(Alder et Hancock)	f	2180	1360
Cuthona	caerulea	(Montagu, 1804)	t	2181	1361
Trinchesia	coerulea	(Montagu)	f	2182	1361
Cuthona	foliata	(Forbes et Goodsir, 1839)	t	2183	1362
Eolis	olivacea	Alder et Hancock	f	2184	1362
Cuthona	olivacea	Alder et Hancock	f	2185	1362
Catriona	foliata	(Forbes et Hanley)	f	2186	1362
Cuthona	viridis	(Forbes, 1840)	t	2187	1363
Eolis	viridis	Forbes	f	2188	1363
Embletonia	pulchra	(Alder et Hancock, 1844)	t	2189	1364
Onchidella	celtica	(Cuvier, 1817)	t	2190	1367
Oncidium	celticum	Cuvier	f	2191	1367
Rhodope	veranyi	Kölliker, 1847	t	2192	1368
Auriculinella	bidentata	(Jeffreys, 1830)	t	2193	1369
Leuconia	bidentata	Montagu	f	2194	1369
Stolidomopsis	bidentata	(Montagu)	f	2195	1369
Ovatella	myosotis	(Draparnaud, 1801)	t	2196	1370
Phytia	myosotis	(Draparnaud)	f	2197	1370
Alexia	myosotis	Draparnaud	f	2198	1370
Otina	ovata	(Brown, 1827)	t	2199	1371
Otina	otis	Turton	f	2200	1371
Nucula	hanleyi	Winckworth, 1931	t	2201	1372
Nucula	radiata	Forbes et Hanley	f	2202	1372
Nucula	nucleus var. radiata	Forbes et Hanley	f	2203	1372
Nucula	nitidosa	Winckworth, 1930	t	2204	1373
Nucula	turgida		f	2205	1373
Nucula	nucleus	(Linnaeus, 1758)	t	2206	1374
Nucula	nucleus	(Linné)	f	2207	1374
Arca	tetragona	Poli, 1795	t	2208	1375
Striarca	lactea	(Linnaeus, 1758)	t	2209	1376
Arca	lactea	Linné	f	2210	1376
Fossularca	lactea	Linné	f	2211	1376
Glycymeris	glycymeris	(Linnaeus, 1758)	t	2212	1377
Pectunculus	glycymeris var. punctata	(Calcara)	f	2213	1377
Pectunculus	glycymeris	Linné	f	2214	1377
Axinaea	glycymeris	Linné	f	2215	1377
Mytilus	edulis	(Linnaeus, 1758)	t	2216	1378
Mytilus	edulis var. spathulina	Locard	f	2217	1378
Mytilus	galloprovincialis	Lamarck, 1819	t	2218	1379
Mytilus	edulis var. galloprovincialis	Lamarck	f	2219	1379
Modiolarca	subpicta	(Cantraine, 1835)	t	2220	1380
Musculus	marmoratus	(Forbes)	f	2221	1380
Modiolaria	marmorata	Forbes	f	2222	1380
Musculus	discors	(Linnaeus, 1767)	t	2223	1381
Rhomboidella	prideauxi	(Leach, 1815)	t	2224	1382
Crenella	prideauxi	(Leach)	f	2225	1382
Modiolus	modiolus	(Linnaeus, 1758)	t	2226	1383
Modiolus	barbatus	(Linnaeus, 1758)	t	2227	1384
Modiola	barbata	Linné	f	2228	1384
Modiolus	adriaticus	(Lamarck, 1819)	t	2229	1385
Modiola	tulipa		f	2230	1385
Idas	simpsoni	(Marshall, 1900)	f	2231	1386
Adula	simpsoni	(Marshall)	t	2232	1386
Modiolula	phaseolina	(Philippi, 1844)	t	2233	1387
Modiolus	phaseolinus	Philippi	f	2234	1387
Atrina	pectinata	(Linnaeus, 1767)	t	2235	1388
Pinna	fragilis	Pennant	f	2236	1388
Pinna	pectinata	Linné	f	2237	1388
Pteria	hirundo	(Linnaeus, 1758)	t	2238	1389
Pecten	maximus	(Linnaeus, 1758)	t	2239	1390
Pecten	maximus var. albida	Daniel	f	2240	1390
Aequipecten	opercularis	(Linnaeus, 1758)	t	2241	1391
Chlamys	opercularis	(Linné)	f	2242	1391
Pecten	opercularis	Linné	f	2243	1391
Palliolum	furtivum	(Lovén, 1846)	t	2244	1392
Palliolum	striatum	(Müller O.F., 1776)	t	2245	1393
Chlamys	striata		f	2246	1393
Palliolum	tigerinum	(Müller O.F., 1776)	t	2247	1394
Chlamys	tigrina	Müller	f	2248	1394
Chlamys	tigerina	(Müller)	f	2249	1394
Pecten	tigrinus	Müller	f	2250	1394
Palliolum	tigrina	Müller	f	2251	1394
Hyalopecten	similis	(Laskey, 1811)	t	2252	1395
Chlamys	similis	Laskey	f	2253	1395
Palliolum	similis	Laskey	f	2254	1395
Crassadoma	pusio	(Linnaeus, 1758)	t	2255	1396
Hinnites	distortus	da Costa	f	2256	1396
Pecten	pusio	Linné	f	2257	1396
Chlamys	distorta	(da Costa)	f	2258	1396
Pecten	sinuosus		f	2259	1396
Chlamys	varia	(Linnaeus, 1758)	t	2260	1397
Pecten	varius	Linné	f	2261	1397
Anomia	ephippium	Linnaeus, 1758	t	2262	1398
Anomia	ephippium var. cepa	Linné	f	2263	1398
Heteranomia	squamula	(Linnaeus, 1758)	t	2264	1399
Monia	aculeata	Müller	f	2265	1399
Pododesmus	patelliformis	(Linnaeus, 1761)	t	2266	1400
Monia	patelliformis	Linné	f	2267	1400
Pododesmus	squama	(Gmelin, 1791)	t	2268	1401
Monia	squama	(Gmelin)	f	2269	1401
Limaria	hians	(Gmelin, 1791)	t	2270	1514
Radula	hians	(Gmelin)	f	2271	1514
Limea	loscombii	(Sowerby, 1823)	t	2272	1402
Radula	loscombei	(Sowerby)	f	2273	1402
Limatula	subauriculata	(Montagu, 1808)	t	2274	1403
Radula	subauriculata	(Montagu)	f	2275	1403
Lima	subauriculata	Montagu	f	2276	1403
Limatula	subauriculata	Montagu	f	2277	1403
Ostrea	edulis	Linnaeus, 1758	t	2278	1404
Loripes	lacteus	(Linnaeus, 1758)	t	2279	1405
Loripes	lucinalis	(Lamarck)	f	2280	1405
Lucina	leucoma	Turton	f	2281	1405
Lucina	lactea		f	2282	1405
Lucinella	divaricata	(Linnaeus, 1758)	t	2283	1406
Divaricella	divaricata	Linné	f	2284	1406
Lucina	divaricata	Linné	f	2285	1406
Lucinoma	borealis	(Linnaeus, 1767)	t	2286	1407
Lucina	borealis	Linné	f	2287	1407
Phacoides	borealis	(Linné)	f	2288	1407
Thyasira	flexuosa	(Montagu, 1803)	t	2289	1408
Diplodonta	rotundata	(Montagu, 1803)	t	2290	1409
Galeomma	turtoni	Sowerby, 1825	t	2291	1410
Kellia	suborbicularis	(Montagu, 1803)	t	2292	1411
Lasaea	rubra	(Montagu, 1803)	t	2293	1412
Kellia	rubra		f	2294	1412
Lepton	squamosum	(Montagu, 1803)	t	2295	1413
Hemilepton	nitidum	(Turton, 1822)	t	2296	1414
Lepton	nitidum	Turton	f	2297	1414
Arculus	sykesi	(Chaster, 1895)	t	2298	1415
Montacuta	substriata	(Montagu, 1808)	t	2299	1416
Montacuta	phascolionis	Dautzenberg et Fischer, 1925	t	2300	1417
Tellimya	phascolionis		f	2301	1417
Montacuta	ferruginosa	(Montagu, 1808)	t	2302	1418
Tellimya	ferruginosa	Montagu	f	2303	1418
Mysella	bidentata	(Montagu, 1803)	t	2304	1419
Montacuta	bidentata		f	2305	1419
Epilepton	clarkiae	(Clark, 1852)	t	2306	1420
Neolepton	sulcatulum	(Jeffreys, 1859)	t	2307	1421
Turtonia	minuta	(Fabricius, 1780)	t	2308	1422
Astarte	elliptica	(Brown, 1827)	t	2309	1423
Astarte	sulcata	(da Costa, 1778)	t	2310	1424
Goodallia	triangularis	(Montagu, 1803)	t	2311	1425
Astarte	triangularis	(Montagu)	f	2312	1425
Goodallia	triangularis var. fusca	Dautzenberg et Durouchoux	f	2313	1425
Acanthocardia	echinata	(Linnaeus, 1758)	t	2314	1339
Cardium	echinatum	(Linnaeus)	f	2315	1339
Acanthocardia	tuberculata	(Linnaeus, 1758)	t	2316	1340
Cardium	tuberculatum	(Linnaeus)	f	2317	1340
Cardium	rusticum	Linné	f	2318	1340
Acanthocardia	echinatum	Linné	f	2319	1339
Parvicardium	exiguum	(Gmelin, 1791)	t	2320	1426
Cardium	tuberculatum	Linné	f	2321	1426
Acanthocardia	tuberculatum	Linné	f	2322	1426
Cardium	exiguum	Gmelin	f	2323	1426
Parvicardium	vroomi	van Arsten, Menkhorst & Gittenberger, 1984	t	2324	1427
Cardium	ovale	Sowerby	f	2325	1427
Parvicardium	ovale	Sowerby	f	2326	1427
Parvicardium	scabrum	(Philippi, 1844)	f	2327	1428
Parvicardium	nodosum	Turton	f	2328	1428
Cardium	nodosum	Turton	f	2329	1428
Cardium	scabrum	Philippi	t	2330	1428
Papillicardium	papillosum	(Poli, 1795)	t	2331	1429
Cardium	papillosum	Poli	f	2332	1429
Parvicardium	papillosum	Poli	f	2333	1429
Laevicardium	crassum	(Gmelin, 1791)	t	2334	1430
Cardium	norvegicum	Spengler	f	2335	1430
Cardium	serratum		f	2336	1430
Cardium	crassum	Gmelin	f	2337	1430
Cerastoderma	edule	(Linnaeus, 1758)	t	2338	1431
Cardium	edule	Linné	f	2339	1431
Mactra	glauca	Born, 1778	t	2340	1432
Mactra	helvacea	Chemnitz	f	2341	1432
Mactra	stultorum	(Linnaeus, 1758)	t	2342	1433
Mactra	corallina	(Linnaeus)	f	2343	1433
Mactra	corallina var. atlantica	Bucquoy, Dautzenberg et Dollfus	f	2344	1433
Spisula	elliptica	(Brown, 1827)	t	2345	1434
Mactra	solida var. elliptica	Brown	f	2346	1434
Spisula	solida	(Linnaeus, 1758)	t	2347	1435
Mactra	solida	Linné	f	2348	1435
Mactra	solida var. truncata	Montagu	f	2349	1435
Spisula	subtruncata	(da Costa, 1778)	t	2350	1436
Mactra	subtruncata	Montagu	f	2351	1436
Mactra	deltoides	Lamarck	f	2352	1436
Lutraria	angustior	Philippi, 1844	t	2353	1437
Lutraria	lutraria	(Linnaeus, 1758)	t	2354	1438
Lutraria	elliptica	Lamarck	f	2355	1438
Lutraria	magna	(da Costa, 1778)	t	2356	1439
Lutraria	oblonga	Gmelin	f	2357	1439
Psammophila	oblonga	Gmelin	f	2358	1439
Donacilla	cornea	(Poli, 1795)	t	2359	1440
Mesodesma	corneum	Poli	f	2360	1440
Solen	marginatus	Pulteney, 1799	t	2361	1441
Solen	vagina	Linné	f	2362	1441
Pharus	legumen	(Linnaeus, 1758)	t	2363	1442
Ceratisolen	legumen	Linné	f	2364	1442
Ensis	siliqua	(Linnaeus, 1758)	t	2365	1443
Ensis	ensis	(Linnaeus, 1758)	t	2366	1444
Solen	ensis	Linné	f	2367	1444
Phaxas	pellucidus	(Pennant, 1777)	t	2368	1445
Cultellus	pellucidus		f	2369	1445
Tellina	tenuis	da Costa, 1778	t	2370	1446
Macoma	tenuis	da Costa	f	2371	1446
Macoma	tenuis var. pudibunda	Monterosato	f	2372	1446
Tellina	fabula	Gmelin, 1791	t	2373	1447
Angulus	fabula	Gronovius	f	2374	1447
Tellina	incarnata	Linnaeus, 1758	t	2375	1448
Angulus	squalida	Pulteney	f	2376	1448
Tellina	squalida	Pulteney	f	2377	1448
Tellina	donacina	Linnaeus, 1758	t	2378	1449
Moerella	donacina	Linné	f	2379	1449
Tellina	pygmaea	Lovén, 1846	t	2380	1450
Arcopagia	crassa	(Pennant, 1777)	t	2381	1451
Tellina	crassa	Gmelin	f	2382	1451
Macoma	balthica	(Linnaeus, 1758)	t	2383	1218
Gastrana	fragilis	(Linnaeus, 1758)	t	2384	1296
Petricola	ochroleuca	Lamarck	f	2385	1296
Donax	vittatus	(da Costa, 1778)	t	2386	1365
Donax	anatinus	F. et Hanley	f	2387	1365
Serrula	vittatus	da Costa	f	2388	1365
Capsella	variegata	(Gmelin, 1791)	t	2389	1366
Donax	variegatus	(Gmelin)	f	2390	1366
Gari	fervensis	(Gmelin, 1791)	t	2391	1452
Gari	färöensis	Chemnitz	f	2392	1452
Psammobia	farroensis	Chemnitz	f	2393	1452
Gari	depressa	(Pennant, 1777)	t	2394	1453
Lucinopsis	undata	Pennant	f	2395	1479
Gari	depressa var. alba	Dautzenberg et Durouchoux	f	2396	1453
Psammobia	vespertina	Chemnitz	f	2397	1453
Psammocola	depressa	Pennant	f	2398	1453
Gari	costulata	(Turton, 1822)	t	2399	1454
Psammobella	costulata	Turton	f	2400	1454
Gari	tellinella	(Lamarck, 1818)	t	2401	1455
Psammobella	tellinella	Lamarck	f	2402	1455
Psammobia	tellinella	Lamarck	f	2403	1455
Scrobicularia	plana	(da Costa, 1778)	t	2404	1456
Scrobicularia	piperata	Gmelin	f	2405	1456
Ervilia	castanea	(Montagu, 1803)	t	2406	1457
Abra	nitida	(Müller O.F., 1776)	t	2407	1458
Abra	prismatica	(Montagu, 1808)	t	2408	1459
Syndesmya	prismatica	Montagu	f	2409	1459
Abra	tenuis	(Montagu, 1803)	t	2410	1460
Syndesmya	tenuis	Montagu	f	2411	1460
Lutricularia	tenuis	Montagu	f	2412	1460
Abra	alba	(Wood W., 1802)	t	2413	1461
Solecurtus	scopula	(Turton, 1822)	t	2414	1462
Arctica	islandica	(Linnaeus, 1767)	t	2415	1463
Cyprina	islandica	(Linné)	f	2416	1463
Glossus	humanus	(Linnaeus, 1758)	t	2417	1464
Isocardia	cor	(Linné)	f	2418	1464
Venus	verrucosa	Linnaeus, 1758	t	2419	1465
Ventricola	verrucosa	Linné	f	2420	1465
Venus	casina	Linnaeus, 1758	t	2421	1466
Ventricola	casina	Linné	f	2422	1466
Chamelea	striatula	(da Costa, 1778)	t	2423	1467
Venus	striatula	(Da Costa)	f	2424	1467
Venus	gallina	Linné	f	2425	1467
Venus	gallina var. triangularis	Linné	f	2426	1467
Clausinella	fasciata	(da Costa, 1778)	t	2427	1468
Venus	fasciata	Da Costa	f	2428	1468
Venus	brongniartii		f	2429	1468
Anaitis	fasciata	Da Costa	f	2430	1468
Timoclea	ovata	(Pennant, 1777)	t	2431	1469
Venus	ovata	Pennant	f	2432	1469
Gouldia	minima	(Montagu, 1803)	t	2433	1470
Gafrarium	minimum	(Montagu)	f	2434	1470
Circe	minima	Montagu	f	2435	1470
Dosinia	lupinus	(Linnaeus, 1758)	t	2436	1471
Dosinia	lincta	Pulteney	f	2437	1471
Dosinia	exoleta	(Linnaeus, 1758)	t	2438	1472
Artemis	exoleta		f	2439	1472
Cytherea	exoleta		f	2440	1472
Dosinia	exoleta var. ex-col. zigzag	Bucquoy, Dautzenberg et Dollfus	f	2441	1472
Dosinia	exoleta var. ex-col. radians	Bucquoy, Dautzenberg et Dollfus	f	2442	1472
Dosinia	exoleta var. ex-col. castanea	Bucquoy, Dautzenberg et Dollfus	f	2443	1472
Dosinia	exoleta var. ex-col. parcipicta	Bucquoy, Dautzenberg et Dollfu	f	2444	1472
Dosinia	exoleta var. ex-col. albescens	Poli (emend.)	f	2445	1472
Dosinia	exoleta var. ex-f. ponderosa	Bucquoy, Dautzenberg et Dollfus	f	2446	1472
Dosinia	exoleta var. ex-f. major	Bucquoy, Dautzenberg et Dollfus	f	2447	1472
Dosinia	exoleta var. ex-col. zigzag	Bucquoy, Dautzenberg et Dollfus	f	2448	1472
Dosinia	exoleta var. ex-col. pluridiata	Dautzenberg et Fischer	f	2449	1472
Dosinia	exoleta var. ex-col. interrupta	Bucquoy, Dautzenberg et Dollfu	f	2450	1472
Callista	chione	(Linnaeus, 1758)	t	2451	1473
Meretrix	chione	Linné	f	2452	1473
Cythera	chione	Linné	f	2453	1473
Tapes	decussatus	(Linnaeus, 1758)	t	2454	1474
Tapes	decussatus var. ex-col. albida	Bucquoy, Dautzenberg et Dollfus	f	2455	1474
Tapes	decussatus var. fusca	Gmelin	f	2456	1474
Tapes	aureus var. Dautzenbergi	Martel	f	2457	1476
Tapes	aureus var. ex-col. griseola nov. var.		f	2458	1476
Tapes	aureus var. ex-col semipartita	Dautzenberg	f	2459	1476
Paphia	rhomboides	(Pennant, 1777)	t	2460	1477
Tapes	rhomboides var. ex-col albida	Locard	f	2461	1477
Tapes	rhomboides	(Pennant)	f	2462	1477
Tapes	virgineus	Linné	f	2463	1477
Tapes	rhomboides var. ex-forma major	Dautzenberg et Fischer	f	2464	1477
Tapes	rhomboides var. ex-col rosea	Locard	f	2465	1477
Tapes	rhomboides var. ex-forma elongata	(Jeffreys)	f	2466	1477
Tapes	virginea		f	2467	1477
Venerupis	pullastra	(Montagu, 1803)	t	2468	1478
Tapes	pullastra	Montagu	f	2469	1478
Pullastra	pullastra	Montagu	f	2470	1478
Tapes	pullastra var.ex-col. graphica nov. var.		f	2471	1478
Tapes	pullastra var.ex-col. evanida nov. var.		f	2472	1478
Tapes	pullastra var.ex-col. dissimilis	Dautzenberg	f	2473	1478
Tapes	pullastra var.ex-col. maculosa	Dautzenberg	f	2474	1478
Tapes	pullastra var.ex-col. albida	Locard	f	2475	1478
Tapes	pullastra var.ex-col. alboradiata nov. var.		f	2476	1478
Tapes	pullastra var.ex-forma ventricosa	Locard	f	2477	1478
Tapes	pullastra var.ex-col. lyrata	Locard	f	2478	1478
Tapes	pullastra var.ex-col. violacea	Locard	f	2479	1478
Tapes	pullaster	Montagu	f	2480	1478
Tapes	pullastra var.ex-col. nigrescens nov. var.		f	2481	1478
Tapes	pullastra var.ex-col. adusta nov. var.		f	2482	1478
Tapes	pullastra var.ex-col. graphica nov. var.		f	2483	1478
